id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
8560682,Ryan Dunn #22,Basketball Cards 2024 Panini Prizm Emergent,128,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
2593976,Silent Swordsman LV7 WC5-EN001,YuGiOh 7 Trials to Glory: World Championship Tournament 2005,786,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CHECK CENTERING
31034,Pokemon Black,Nintendo DS,10761,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
8846233,Jaren Jackson Jr. [Green] #140,Basketball Cards 2024 Panini Prizm,125,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
1341278,Zapdos #30,Pokemon Fossil,667,Ungraded,Normal wear,,,0,1,2025-04-18,,,,PERSONAL COLLECTION
8560536,Kyshawn George [Green] #3,Basketball Cards 2024 Panini Prizm Emergent,142,Ungraded,Normal wear,,,0,1,2025-04-18,,,,2025 PRIZMS
8846193,Shai Gilgeous-Alexander [Green] #113,Basketball Cards 2024 Panini Prizm,169,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
2543725,Sasuke Samurai 2 [1st Edition] DCR-059,YuGiOh Dark Crisis,35,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871168,Komala #129,Pokemon Journey Together,32,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
8560250,Anthony Edwards [Silver] #3,Basketball Cards 2024 Panini Prizm Deep Space,127,Ungraded,Normal wear,,,0,1,2025-04-17,,,,2025 PRIZMS
8533922,Miles Bridges #43,Basketball Cards 2024 Panini Prizm,100,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
8871174,Cramorant [Reverse Holo] #137,Pokemon Journey Together,41,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
16049,Rune Factory 2,Nintendo DS,2865,Item only,Normal wear,,,0,1,2025-05-06,,,,
19366,GBA Video Nicktoons Collection Volume 3,GameBoy Advance,9333,Item only,Normal wear,,,0,1,2025-05-06,,,,
2574,Spyro Attack of the Rhynocs,GameBoy Advance,1269,Item only,Normal wear,,,0,1,2025-05-06,,,,
8550203,Bub Carrington #244,Basketball Cards 2024 Panini Prizm,298,Ungraded,Normal wear,,,0,2,2025-04-18,,,,
8871326,Banette [Reverse Holo] #60,Pokemon Journey Together,37,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2546218,Familiar-Possessed - Aussa EEN-EN026,YuGiOh Elemental Energy,20,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871175,Drampa #130,Pokemon Journey Together,28,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
8871135,Dunsparce #120,Pokemon Journey Together,34,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
2575061,Blue-Eyes White Dragon SDK-001,YuGiOh Starter Deck: Kaiba,1999,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CHECK CENTERING
8883280,Hop's Wooloo #170,Pokemon Journey Together,362,Ungraded,Normal wear,,,0,1,2025-04-20,,,,NOT A 10
2575279,Man-Eater Bug SDP-015,YuGiOh Starter Deck: Pegasus,82,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
3223,Digital AV Component Cable,Gamecube,23050,Item only,Normal wear,,,0,1,2025-05-06,,,,
8560247,Anthony Edwards #3,Basketball Cards 2024 Panini Prizm Deep Space,100,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
849200,Seviper #11,Pokemon Sandstorm,1992,Ungraded,Normal wear,,,0,1,2025-04-18,,,,PERSONAL COLLECTION
8555193,Trayce Jackson-Davis #188,Basketball Cards 2024 Panini Prizm,149,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
2575274,Hane-Hane SDP-010,YuGiOh Starter Deck: Pegasus,25,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2460,Pokemon Mystery Dungeon Red Rescue Team,GameBoy Advance,2948,Item only,Normal wear,,,0,1,2025-05-06,,,,
3979,Action Replay DS,Nintendo DS,3531,Item only,Normal wear,,,0,1,2025-05-06,,,,
8871110,Accelgor [Reverse Holo] #13,Pokemon Journey Together,15,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2545495,Grave Lure TLM-EN056,YuGiOh The Lost Millennium,24,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871109,Hop's Snorlax [Reverse Holo] #117,Pokemon Journey Together,115,Ungraded,Normal wear,,,0,1,2025-04-20,,,,HOLO LOT
91042,Gameboy Advance Wireless Adapter,GameBoy Advance,2757,Item only,Normal wear,,,0,1,2025-05-06,,,,
1341704,Trapinch [Reverse Holo] #40,Pokemon Shining Fates,24,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
8561355,Donovan Clingan [Silver] #15,Basketball Cards 2024 Panini Prizm Instant Impact,146,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
8225260,Jalen Rose [Twilight] #HS-JR,Basketball Cards 2023 Topps Midnight Horizon Signature,663,Ungraded,Normal wear,,,800,1,2025-04-18,,,,PERSONAL COLLECTION
1712967,Flapple [GameStop Holo] #22,Pokemon Rebel Clash,499,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CHECK CENTERING
8871188,Skwovet #131,Pokemon Journey Together,12,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
8871375,Bombirdier [Reverse Holo] #101,Pokemon Journey Together,10,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2575535,Kuriboh [1st Edition] SYE-019,YuGiOh Starter Deck: Yugi Evolution,100,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
4123,Pokemon Mystery Dungeon Blue Rescue Team,Nintendo DS,2341,Item only,Normal wear,,,0,1,2025-05-06,,,,
8871241,Redeemable Ticket [Reverse Holo] #156,Pokemon Journey Together,122,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
3508403,Bronzong #TG11,Pokemon Astral Radiance,244,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
8558187,Ron Holland II [Silver] #269,Basketball Cards 2024 Panini Prizm,299,Ungraded,Normal wear,,,0,1,2025-04-17,,,,2025 PRIZMS
2458,Pokemon LeafGreen Version,GameBoy Advance,13247,Item only,Normal wear,,,0,1,2025-05-06,,,,
3585,Super Monkey Ball,Gamecube,2644,Item only,Normal wear,,,0,1,2025-05-06,,,,
8871230,Tapu Koko ex #51,Pokemon Journey Together,136,Ungraded,Normal wear,,,0,1,2025-04-20,,,,
3559,SpongeBob SquarePants Battle for Bikini Bottom,Gamecube,2700,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
8533209,Derrick Jones Jr. [Red White Blue] #34,Basketball Cards 2024 Panini Prizm,99,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
8545545,Lauri Markkanen #186,Basketball Cards 2024 Panini Prizm,99,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
2544795,Shadowslayer FET-EN024,YuGiOh Flaming Eternity,662,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2593975,Slate Warrior WC4-003,YuGiOh World Championship Tournament 2004,650,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CHECK CENTERING
2543910,Fenrir [1st Edition] IOC-020,YuGiOh Invasion of Chaos,36,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8533524,Nicolas Claxton [Green Wave] #38,Basketball Cards 2024 Panini Prizm,175,Ungraded,Normal wear,,,0,1,2025-04-16,,,,2025 PRIZMS
2544496,Infinite Cards DB1-EN230,YuGiOh Dark Beginning 1,136,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
5605613,Claydol [Holo] #95,Pokemon Obsidian Flames,279,Ungraded,Normal wear,,,0,3,2025-04-16,,,,HOLO LOT
8534484,Paul George #50,Basketball Cards 2024 Panini Prizm,139,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
2575308,Seven Tools of the Bandit SDP-045,YuGiOh Starter Deck: Pegasus,42,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871284,Milcery #74,Pokemon Journey Together,24,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
8534003,Saddiq Bey #44,Basketball Cards 2024 Panini Prizm,100,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
2575208,Burst Breath SKE-049,YuGiOh Starter Deck: Kaiba Evolution,15,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
1656616,Eevee VMAX #SWSH087,Pokemon Promo,560,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
3644,Wavebird Wireless Controller,Gamecube,5916,Item only,Normal wear,,,0,1,2025-05-06,,,,
8871094,Accelgor #13,Pokemon Journey Together,21,Ungraded,Normal wear,,,0,3,2025-04-20,,,,
8871104,Virizion #15,Pokemon Journey Together,66,Ungraded,Normal wear,,,0,3,2025-04-20,,,,
2543896,Crimson Ninja [1st Edition] IOC-006,YuGiOh Invasion of Chaos,28,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2543206,Curse of Aging PGD-094,YuGiOh Pharaonic Guardian,11,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
5605857,Bonsly [Reverse Holo] #110,Pokemon Obsidian Flames,49,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
3489515,Hisuian Lilligant V #17,Pokemon Astral Radiance,99,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
8871211,Hop's Choice Band [Reverse Holo] #148,Pokemon Journey Together,15,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
7473370,Tyrese Haliburton #RP-THB,Basketball Cards 2020 Panini Prizm Rookie Penmanship,19689,PSA 10,Normal wear,,,14504,1,2025-04-18,2025-04-11,PSA,84666019,GRADED
4933897,Klawf [Holo] #122,Pokemon Scarlet & Violet,10,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
2575289,Black Pendant SDP-025,YuGiOh Starter Deck: Pegasus,98,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871369,Paldean Wooper [Reverse Holo] #93,Pokemon Journey Together,15,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
3378,Mario Party 6,Gamecube,9299,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
2542583,Fire Sorcerer LON-036,YuGiOh Labyrinth of Nightmare,53,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8556257,Yves Missi #233,Basketball Cards 2024 Panini Prizm,292,Ungraded,Normal wear,,,0,2,2025-04-17,,,,
4934133,Primeape [Reverse Holo] #108,Pokemon Scarlet & Violet,26,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
8871267,Lillie's Cutiefly #66,Pokemon Journey Together,25,Ungraded,Normal wear,,,0,1,2025-04-20,,,,
2544393,Reaper of the Cards DB1-EN127,YuGiOh Dark Beginning 1,154,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8871150,Audino #124,Pokemon Journey Together,32,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
2575528,Mystic Clown [1st Edition] SYE-011,YuGiOh Starter Deck: Yugi Evolution,35,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2575311,Magic Jammer SDP-048,YuGiOh Starter Deck: Pegasus,42,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871089,Parasect [Reverse Holo] #5,Pokemon Journey Together,12,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2575534,Sangan [1st Edition] SYE-018,YuGiOh Starter Deck: Yugi Evolution,69,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
1673358,Octillery #178,Pokemon Battle Styles,649,Ungraded,Normal wear,,,0,1,2025-04-16,,,,NOT A 10
8924046,N's Reshiram [Stamped] #167,Pokemon Journey Together,1833,Ungraded,Normal wear,,,0,1,2025-04-20,,,,NOT A 10
8871071,Petilil #6,Pokemon Journey Together,42,Ungraded,Normal wear,,,0,3,2025-04-20,,,,
4933852,Pawmot [Holo] #76,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
4108,Nintendogs Lab and Friends,Nintendo DS,1680,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
8871380,Galarian Stunfisk [Reverse Holo] #106,Pokemon Journey Together,11,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2544936,Coffin Seller DR1-EN041,YuGiOh Dark Revelation Volume 1,204,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2530869,Change of Heart MRD-060,YuGiOh Metal Raiders,757,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8871160,Cinccino #126,Pokemon Journey Together,90,Ungraded,Normal wear,,,0,3,2025-04-20,,,,
3740,Diddy Kong Racing,Nintendo 64,2747,Item only,Normal wear,,,0,1,2025-05-06,,,,
8839657,Tyrese Haliburton [Turquoise] #3,Basketball Cards 2024 Panini Origins Euphoria,425,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CLEAN AND SEND
2575280,Muka Muka SDP-016,YuGiOh Starter Deck: Pegasus,25,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2409,NES Gameboy Advance SP,GameBoy Advance,11999,Item only,Normal wear,,,0,1,2025-05-06,,,,
2543958,Sacred Crane [1st Edition] IOC-069,YuGiOh Invasion of Chaos,99,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2575394,Trap Hole SDY-027,YuGiOh Starter Deck: Yugi,60,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
1341658,Centiskorch V #SV108,Pokemon Shining Fates,200,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
8557210,KJ Simpson Jr. #247,Basketball Cards 2024 Panini Prizm,130,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
2544792,Chiron the Mage FET-EN021,YuGiOh Flaming Eternity,130,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2593877,Silent Magician LV4 NTR-EN001,YuGiOh Nightmare Troubadour,519,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8540857,Daniel Gafford #124,Basketball Cards 2024 Panini Prizm,76,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
8871217,Levincia [Reverse Holo] #150,Pokemon Journey Together,26,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
849379,Mysterious Fossil [Reverse Holo] #91,Pokemon Sandstorm,475,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
15966,Pokemon Ranger Shadows of Almia,Nintendo DS,2999,Item only,Normal wear,,,0,1,2025-05-06,,,,
8536988,Brandin Podziemski #81,Basketball Cards 2024 Panini Prizm,100,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
2575304,Trap Hole SDP-041,YuGiOh Starter Deck: Pegasus,34,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871378,N's Klang [Reverse Holo] #104,Pokemon Journey Together,37,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
3377,Mario Party 5,Gamecube,6854,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
2575292,Fissure SDP-028,YuGiOh Starter Deck: Pegasus,23,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2575540,Black Luster Soldier [1st Edition] SYE-024,YuGiOh Starter Deck: Yugi Evolution,1323,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CHECK CENTERING
8871349,Impidimp [Reverse Holo] #71,Pokemon Journey Together,13,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
8549649,Gilbert Arenas [Ice] #275,Basketball Cards 2024 Panini Prizm,100,Ungraded,Normal wear,,,0,1,2025-04-18,,,,2025 PRIZMS
8871068,Parasect #5,Pokemon Journey Together,20,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
8539563,Kyrie Irving #111,Basketball Cards 2024 Panini Prizm,125,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
8871097,Shelgon [Reverse Holo] #113,Pokemon Journey Together,25,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2575174,The Dragon Dwelling in the Cave SKE-013,YuGiOh Starter Deck: Kaiba Evolution,26,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8772004,Andrew Nembhard [Purple Press Proof] #85,Basketball Cards 2024 Panini Donruss,100,Ungraded,Normal wear,,,0,1,2025-04-16,,,,PERSONAL COLLECTION
8871179,Reshiram ex #30,Pokemon Journey Together,174,Ungraded,Normal wear,,,0,1,2025-04-20,,,,NOT A 10
8871283,Grimmsnarl #73,Pokemon Journey Together,46,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
8871178,Lechonk [Reverse Holo] #139,Pokemon Journey Together,15,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
14953,Kirby Super Star Ultra,Nintendo DS,4609,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
8772681,Pascal Siakam [Crystals] #99,Basketball Cards 2024 Panini Donruss,200,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CHECK CENTERING
8871330,Dudunsparce ex #178,Pokemon Journey Together,163,Ungraded,Normal wear,,,0,1,2025-04-20,,,,CHECK CENTERING
8838513,Enrique Freeman #RJA-EFP,Basketball Cards 2024 Panini Origins Rookie Jersey Autograph,179,Ungraded,Normal wear,,,0,1,2025-04-16,,,,PERSONAL COLLECTION
2531510,Wingweaver PSV-096,YuGiOh Pharaoh's Servant,44,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871177,Hop's Cramorant [Reverse Holo] #138,Pokemon Journey Together,21,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
8547903,Jamal Shead #241,Basketball Cards 2024 Panini Prizm,362,Ungraded,Normal wear,,,0,2,2025-04-19,,,,
2542606,Spherous Lady LON-059,YuGiOh Labyrinth of Nightmare,17,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2575562,The Eye of Truth [1st Edition] SYE-046,YuGiOh Starter Deck: Yugi Evolution,50,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871353,Cubone [Reverse Holo] #76,Pokemon Journey Together,58,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
8538759,RJ Barrett #101,Basketball Cards 2024 Panini Prizm,110,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
8773430,Ben Simmons [Choice Red] #111,Basketball Cards 2024 Panini Donruss,400,Ungraded,Normal wear,,,0,1,2025-04-16,,,,2025 PRIZMS
4081,Mario vs. Donkey Kong 2 March of Minis,Nintendo DS,1476,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
2575569,Warrior Dai Grepher [1st Edition] SYE-014,YuGiOh Starter Deck: Yugi Evolution,26,Ungraded,Normal wear,,,0,2,2025-04-18,,,,YUGIOH
844899,Charizard GX #SM211,Pokemon Promo,1028,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CHECK CENTERING
2543598,Precious Cards from Beyond DCR-038,YuGiOh Dark Crisis,104,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2543624,Goblin of Greed DCR-065,YuGiOh Dark Crisis,18,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871121,N's Reshiram #116,Pokemon Journey Together,204,Ungraded,Normal wear,,,0,3,2025-04-20,,,,HOLO LOT
8561369,Bub Carrington #17,Basketball Cards 2024 Panini Prizm Instant Impact,159,Ungraded,Normal wear,,,0,1,2025-04-18,,,,
2602,Super Mario Advance 4: Super Mario Bros. 3,GameBoy Advance,1741,Item only,Normal wear,,,0,1,2025-05-06,,,,
8871252,Shuppet #59,Pokemon Journey Together,10,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
2575305,Reinforcements SDP-042,YuGiOh Starter Deck: Pegasus,83,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2593895,Harpie's Feather Duster SDD-003,YuGiOh Worldwide Edition: Stairway to the Destined Duel,659,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8836712,Tyrese Haliburton [Maroon] #70,Basketball Cards 2024 Panini Origins,453,Ungraded,Normal wear,,,0,1,2025-04-16,,,,NOT A 10
8871059,N's Zorua #97,Pokemon Journey Together,126,Ungraded,Normal wear,,,0,3,2025-04-20,,,,
2575273,Toon Alligator SDP-009,YuGiOh Starter Deck: Pegasus,79,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8531110,Devin Booker #8,Basketball Cards 2024 Panini Prizm,157,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
2122,Donkey Kong Country 3,GameBoy Advance,2033,Item only,Normal wear,,,0,1,2025-05-06,,,,
8537413,Domantas Sabonis [Red White Blue] #86,Basketball Cards 2024 Panini Prizm,192,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
2543627,Shadowknight Archfiend DCR-068,YuGiOh Dark Crisis,26,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
643426,Muk #13,Pokemon Fossil,499,Ungraded,Normal wear,,,0,1,2025-04-16,,,,PERSONAL COLLECTION
2594036,Watapon MOV-EN003,YuGiOh Movie Pack,237,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
