id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
1972538,Pokemon Gale of Darkness Player's Guide,Strategy Guide,3600,Item only,Normal wear,,,0,1,2025-05-06,,,,
2543657,Archfiend's Roar DCR-099,YuGiOh Dark Crisis,22,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
7468590,Toph #537,Funko POP Animation,1600,Brand New,Normal wear,,,0,1,2025-04-16,,,,
8871225,Lotad [Reverse Holo] #35,Pokemon Journey Together,18,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
1341627,Galarian Weezing #SV077,Pokemon Shining Fates,280,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
8537397,Domantas Sabonis #86,Basketball Cards 2024 Panini Prizm,99,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
8871299,Alolan Golem [Reverse Holo] #46,Pokemon Journey Together,44,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
4836381,Bennedict Mathurin #206,Basketball Cards 2022 Panini Donruss,149,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
8839651,Tyrese Haliburton #3,Basketball Cards 2024 Panini Origins Euphoria,320,Ungraded,Normal wear,,,0,1,2025-04-16,,,,NOT A 10
2575183,Spirit Ryu SKE-023,YuGiOh Starter Deck: Kaiba Evolution,43,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8535776,Derrick White #66,Basketball Cards 2024 Panini Prizm,304,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
8539324,Dorian Finney-Smith #108,Basketball Cards 2024 Panini Prizm,150,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
2545461,Medusa Worm TLM-EN022,YuGiOh The Lost Millennium,59,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
1673201,Entei #20,Pokemon Battle Styles,69,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
3583,Super Mario Strikers,Gamecube,4744,Item only,Normal wear,,,0,1,2025-05-06,,,,
4933988,Greavard #214,Pokemon Scarlet & Violet,1698,Ungraded,Normal wear,,,0,1,2025-04-16,,,,CHECK CENTERING
2530678,Monster Reborn LOB-118,YuGiOh Legend of Blue Eyes White Dragon,1188,Ungraded,Normal wear,,,0,1,2025-04-18,,,,PERSONAL COLLECTION
8871370,Tyranitar [Reverse Holo] #95,Pokemon Journey Together,55,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
1341613,Galarian Sirfetch'd #SV064,Pokemon Shining Fates,125,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
2575277,Mask of Darkness SDP-013,YuGiOh Starter Deck: Pegasus,60,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2575200,Fairy Meteor Crush SKE-040,YuGiOh Starter Deck: Kaiba Evolution,74,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2543940,Tower of Babel [1st Edition] IOC-050,YuGiOh Invasion of Chaos,50,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
1341552,Dartrix #SV002,Pokemon Shining Fates,272,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
4934060,Scovillain [Reverse Holo] #29,Pokemon Scarlet & Violet,16,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
8871212,Hop's Cramorant #138,Pokemon Journey Together,51,Ungraded,Normal wear,,,0,3,2025-04-20,,,,
8561281,Yves Missi #6,Basketball Cards 2024 Panini Prizm Instant Impact,149,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
8871100,Durant #14,Pokemon Journey Together,26,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
5605871,Paldean Clodsire [Reverse Holo] #128,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
8560343,Giannis Antetokounmpo [Green] #4,Basketball Cards 2024 Panini Prizm Dominance,125,Ungraded,Normal wear,,,0,1,2025-04-17,,,,2025 PRIZMS
8551359,Magic Johnson [Red White Blue] #294,Basketball Cards 2024 Panini Prizm,150,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
8871076,Maractus #8,Pokemon Journey Together,36,Ungraded,Normal wear,,,0,3,2025-04-20,,,,
4933830,Quaquaval [Holo] #54,Pokemon Scarlet & Violet,12,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
3304,Gameboy Player with Startup Disc,Gamecube,14779,Item only,Normal wear,,,0,1,2025-05-06,,,,
2575167,Uraby SKE-006,YuGiOh Starter Deck: Kaiba Evolution,57,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
4277098,Smeargle #TG10,Pokemon Silver Tempest,300,Ungraded,Normal wear,,,0,1,2025-04-16,,,,NOT A 10
8871052,Paldean Wooper #93,Pokemon Journey Together,14,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
1341546,Piers #69,Pokemon Shining Fates,201,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
8538212,Tyrese Maxey #96,Basketball Cards 2024 Panini Prizm,99,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
8551729,Kevin Durant #187,Basketball Cards 2024 Panini Prizm,129,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
2186,Fire Emblem Sacred Stones,GameBoy Advance,4103,Item only,Normal wear,,,0,1,2025-05-06,,,,
8548584,Kyshawn George [Pink] #257,Basketball Cards 2024 Panini Prizm,1274,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
8786382,Stephen Curry #4,Basketball Cards 2024 Panini Donruss Zero Gravity,175,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
2575368,Feral Imp SDY-002,YuGiOh Starter Deck: Yugi,230,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8560390,Joel Embiid #10,Basketball Cards 2024 Panini Prizm Dominance,149,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
2575271,Giant Soldier of Stone SDP-007,YuGiOh Starter Deck: Pegasus,25,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871265,Oricorio #65,Pokemon Journey Together,10,Ungraded,Normal wear,,,0,1,2025-04-20,,,,
8871317,Iono's Wattrel [Reverse Holo] #54,Pokemon Journey Together,17,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2530840,Ocubeam MRD-030,YuGiOh Metal Raiders,84,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8537071,Ben Simmons #82,Basketball Cards 2024 Panini Prizm,99,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
3982,Animal Crossing Wild World,Nintendo DS,4997,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
4189,Yu-Gi-Oh Nightmare Troubadour,Nintendo DS,2751,Item only,Normal wear,,,0,1,2025-05-06,,,,
3870,Pokemon Stadium,Nintendo 64,2623,Item only,Normal wear,,,0,1,2025-05-06,,,,
5605742,Revavroom ex #224,Pokemon Obsidian Flames,462,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
8532392,Keldon Johnson #24,Basketball Cards 2024 Panini Prizm,100,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
1673363,Shinx [Holo] #46,Pokemon Battle Styles,179,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
2575179,Hane-Hane SKE-019,YuGiOh Starter Deck: Kaiba Evolution,60,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
5605580,Palafin [Holo] #62,Pokemon Obsidian Flames,16,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
8871051,Weezing #92,Pokemon Journey Together,120,Ungraded,Normal wear,,,0,3,2025-04-20,,,,
8871147,N's Darumaka [Reverse Holo] #26,Pokemon Journey Together,25,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2543984,Dedication through Light and Darkness [1st Edition] IOC-095,YuGiOh Invasion of Chaos,237,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8871216,Lechonk #139,Pokemon Journey Together,26,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
2543921,Fuhma Shuriken [1st Edition] IOC-031,YuGiOh Invasion of Chaos,36,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8846398,Hakeem Olajuwon [Green] #296,Basketball Cards 2024 Panini Prizm,180,Ungraded,Normal wear,,,0,1,2025-04-17,,,,2025 PRIZMS
8871359,Pancham [Reverse Holo] #83,Pokemon Journey Together,14,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2544178,Serial Spell RDS-EN037,YuGiOh Rise of Destiny,999,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8549183,Jaylon Tyson #228,Basketball Cards 2024 Panini Prizm,185,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
8544423,Clint Capela #161,Basketball Cards 2024 Panini Prizm,99,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
1673360,Exp. Share #180,Pokemon Battle Styles,507,Ungraded,Normal wear,,,0,1,2025-04-16,,,,NOT A 10
8871368,Weezing [Reverse Holo] #92,Pokemon Journey Together,80,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
8534645,Andre Jackson Jr. #52,Basketball Cards 2024 Panini Prizm,125,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
1341633,Impidimp #SV083,Pokemon Shining Fates,275,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
8871384,Copperajah [Reverse Holo] #110,Pokemon Journey Together,27,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2575005,Waboku SDJ-046,YuGiOh Starter Deck: Joey,67,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
762556,Cyndaquil #61,Pokemon Neo Destiny,265,Ungraded,Normal wear,,,0,1,2025-04-18,,,,PERSONAL COLLECTION
2575522,Summoned Skull [1st Edition] SYE-005,YuGiOh Starter Deck: Yugi Evolution,209,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CLEAN AND SEND
8550984,Brandon Roy #271,Basketball Cards 2024 Panini Prizm,100,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
8871082,Butterfree [Reverse Holo] #3,Pokemon Journey Together,61,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2575299,Soul Release SDP-036,YuGiOh Starter Deck: Pegasus,102,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
2544456,The Legendary Fisherman DB1-EN190,YuGiOh Dark Beginning 1,80,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
2728,Zelda Minish Cap,GameBoy Advance,7000,Item only,Normal wear,,,0,1,2025-05-06,,,,
2545470,Des Wombat TLM-EN031,YuGiOh The Lost Millennium,74,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
5605896,Dragonair [Reverse Holo] #158,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
2543416,Ultimate Obedient Fiend MFC-082,YuGiOh Magician's Force,177,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2560687,Pikeru's Circle of Enchantment [Ultimate Rare] RDS-EN057,YuGiOh Rise of Destiny,1340,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
2337,Mario Pinball Land,GameBoy Advance,1375,Item only,Normal wear,,,0,1,2025-05-06,,,,
5605910,Bouffalant [Reverse Holo] #174,Pokemon Obsidian Flames,38,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
2575282,Armed Ninja SDP-018,YuGiOh Starter Deck: Pegasus,22,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
2575530,Gazelle the King of Mythical Beasts [1st Edition] SYE-013,YuGiOh Starter Deck: Yugi Evolution,50,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
5605770,Rowlet [Reverse Holo] #13,Pokemon Obsidian Flames,50,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
8543659,Kyle Kuzma #150,Basketball Cards 2024 Panini Prizm,150,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
1341550,Alcremie VMAX #73,Pokemon Shining Fates,446,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
2575523,Beaver Warrior [1st Edition] SYE-006,YuGiOh Starter Deck: Yugi Evolution,50,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
3161,Animal Crossing,Gamecube,8578,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
2544402,Left Leg of the Forbidden One DB1-EN136,YuGiOh Dark Beginning 1,216,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8871163,Blaziken ex #24,Pokemon Journey Together,177,Ungraded,Normal wear,,,0,1,2025-04-20,,,,CHECK CENTERING
2336,Mario Party Advance,GameBoy Advance,1700,Item only,Normal wear,,,0,1,2025-05-06,,,,
5605912,Yungoos [Reverse Holo] #176,Pokemon Obsidian Flames,15,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
4192,Zoo Tycoon,Nintendo DS,571,Item only,Normal wear,,,0,1,2025-05-06,,,,
2574994,Monster Reborn SDJ-035,YuGiOh Starter Deck: Joey,63,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8537884,Julian Strawther #92,Basketball Cards 2024 Panini Prizm,100,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
8871208,Hop's Bag [Reverse Holo] #147,Pokemon Journey Together,12,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
8871268,Lillie's Ribombee #67,Pokemon Journey Together,112,Ungraded,Normal wear,,,0,2,2025-04-20,,,,
2195,Frogger's Journey The Forgotten Relic,GameBoy Advance,534,Item only,Normal wear,,,0,1,2025-05-06,,,,
8871065,Metapod #2,Pokemon Journey Together,15,Ungraded,Normal wear,,,0,1,2025-04-20,,,,
5605603,Togekiss [Holo] #85,Pokemon Obsidian Flames,57,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
2575300,Yami SDP-037,YuGiOh Starter Deck: Pegasus,49,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
4934013,Penny #239,Pokemon Scarlet & Violet,499,Ungraded,Normal wear,,,0,1,2025-04-16,,,,NOT A 10
8531435,Tari Eason #12,Basketball Cards 2024 Panini Prizm,125,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
2530634,Hard Armor LOB-074,YuGiOh Legend of Blue Eyes White Dragon,59,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871347,Lillie's Comfey [Reverse Holo] #68,Pokemon Journey Together,16,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
4277125,Serperior V #7,Pokemon Silver Tempest,150,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
8551143,Shaquille O'Neal #290,Basketball Cards 2024 Panini Prizm,147,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
2531155,Horn of the Unicorn MRL-054,YuGiOh Magic Ruler,160,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
8225790,Jarace Walker #RJA-JAW,Basketball Cards 2023 Topps Midnight Rookie Jersey Autograph,331,Ungraded,Normal wear,,,0,1,2025-04-16,,,,PERSONAL COLLECTION
2543152,Pyramid Energy PGD-040,YuGiOh Pharaonic Guardian,14,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
1341693,Chewtle [Reverse Holo] #26,Pokemon Shining Fates,24,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
2544464,4-Starred Ladybug of Doom DB1-EN198,YuGiOh Dark Beginning 1,50,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8533116,Gary Trent Jr. #33,Basketball Cards 2024 Panini Prizm,25,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
2575526,Great White [1st Edition] SYE-009,YuGiOh Starter Deck: Yugi Evolution,74,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
1972535,Pokemon FireRed & LeafGreen Player's Guide,Strategy Guide,8093,Item only,Normal wear,,,0,1,2025-05-06,,,,
2543114,Shapesnatch PGD-002,YuGiOh Pharaonic Guardian,22,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
1341523,Yveltal #46,Pokemon Shining Fates,202,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
2575276,Jigen Bakudan SDP-012,YuGiOh Starter Deck: Pegasus,62,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
1341666,Grimmsnarl V #SV116,Pokemon Shining Fates,171,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
2575297,Remove Trap SDP-034,YuGiOh Starter Deck: Pegasus,27,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871180,Oinkologne [Reverse Holo] #140,Pokemon Journey Together,73,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
1341551,Rowlet #SV001,Pokemon Shining Fates,199,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
19755,Pokemon Mystery Dungeon Explorers of Sky,Nintendo DS,9850,Item only,Normal wear,,,0,1,2025-05-06,,,,
8871253,Spiky Energy [Reverse Holo] #159,Pokemon Journey Together,164,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
7469654,Tengen Uzui #1533,Funko POP Animation,1200,Brand New,Normal wear,,,0,1,2025-04-16,,,,
1341587,Arctovish #SV037,Pokemon Shining Fates,164,Ungraded,Normal wear,,,0,1,2025-04-16,,,,HOLO LOT
8551667,Aaron Gordon #168,Basketball Cards 2024 Panini Prizm,100,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
2727,Zelda Link to the Past,GameBoy Advance,2644,Item only,Normal wear,,,0,1,2025-05-06,,,,
2593881,Alpha The Magnet Warrior DOR-001,YuGiOh The Duelists of the Roses,545,Ungraded,Normal wear,,,0,1,2025-04-16,,,,YUGIOH
8846284,James Harden [Green] #181,Basketball Cards 2024 Panini Prizm,199,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
630418,Clefairy #5,Pokemon Base Set,1518,Ungraded,Normal wear,,,0,1,2025-04-16,,,,PERSONAL COLLECTION
8871355,Piloswine [Reverse Holo] #78,Pokemon Journey Together,78,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
2543891,Ojama Yellow [1st Edition] IOC-001,YuGiOh Invasion of Chaos,75,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8536583,Jonas Valanciunas #76,Basketball Cards 2024 Panini Prizm,125,Ungraded,Normal wear,,,0,1,2025-04-17,,,,
1341480,Celebi #3,Pokemon Shining Fates,66,Ungraded,Normal wear,,,0,2,2025-04-18,,,,
2574977,Big Eye SDJ-018,YuGiOh Starter Deck: Joey,41,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8560676,Yves Missi [Silver] #21,Basketball Cards 2024 Panini Prizm Emergent,99,Ungraded,Normal wear,,,0,1,2025-04-17,,,,2025 PRIZMS
4934198,Mesagoza [Reverse Holo] #178,Pokemon Scarlet & Violet,23,Ungraded,Normal wear,,,0,1,2025-04-16,,,,REVERSE HOLO LOT
8540007,Moritz Wagner [Red White Blue] #116,Basketball Cards 2024 Panini Prizm,216,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
8871335,Metang [Reverse Holo] #62,Pokemon Journey Together,15,Ungraded,Normal wear,,,0,1,2025-04-20,,,,REVERSE HOLO LOT
3350,Kirby Air Ride,Gamecube,8870,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
2545440,Elemental Hero Avian TLM-EN001,YuGiOh The Lost Millennium,88,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8846241,Marvin Bagley III [Green] #145,Basketball Cards 2024 Panini Prizm,25,Ungraded,Normal wear,,,0,1,2025-04-18,,,,2025 PRIZMS
8560738,Stephon Castle [Green] #29,Basketball Cards 2024 Panini Prizm Emergent,125,Ungraded,Normal wear,,,0,1,2025-04-17,,,,2025 PRIZMS
8543305,Darius Garland [Red White Blue] #146,Basketball Cards 2024 Panini Prizm,190,Ungraded,Normal wear,,,0,1,2025-04-17,,,,2025 PRIZMS
8541413,Nikola Jokic #129,Basketball Cards 2024 Panini Prizm,200,Ungraded,Normal wear,,,0,1,2025-04-19,,,,
5139123,Kendall Brown #217,Basketball Cards 2022 Panini Donruss Optic,149,Ungraded,Normal wear,,,0,1,2025-04-16,,,,PERSONAL COLLECTION
2290675,Poke Kid #70,Pokemon Shining Fates,763,Ungraded,Normal wear,,,0,1,2025-04-16,,,,
2543181,Mystical Knight of Jackal PGD-069,YuGiOh Pharaonic Guardian,500,Ungraded,Normal wear,,,0,1,2025-04-18,,,,CHECK CENTERING
2575203,Gift of The Mystical Elf SKE-044,YuGiOh Starter Deck: Kaiba Evolution,70,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8560280,Jayson Tatum [Green] #7,Basketball Cards 2024 Panini Prizm Deep Space,112,Ungraded,Normal wear,,,0,1,2025-04-19,,,,2025 PRIZMS
2575306,Castle Walls SDP-043,YuGiOh Starter Deck: Pegasus,38,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
8871290,Swinub #165,Pokemon Journey Together,350,Ungraded,Normal wear,,,0,1,2025-04-20,,,,NOT A 10
2543869,Stray Lambs IOC-092,YuGiOh Invasion of Chaos,60,Ungraded,Normal wear,,,0,1,2025-04-18,,,,YUGIOH
11188,Pokemon Dash,Nintendo DS,5464,"Item, Box, and Manual",Normal wear,,,0,1,2025-05-06,,,,
